Wall time,Step,Value
1600715820.0298257,83270,1.0
1600715825.4241343,83290,1.0
1600715834.2726402,83320,1.0
1600715839.548942,83340,1.0
1600715855.509855,83400,1.0
1600715889.0227716,83520,1.0
1600715891.6579225,83530,1.0
1600715910.1989832,83600,1.0
1600715919.0564897,83630,1.0
1600715932.259245,83680,1.0
1600715951.652354,83750,1.0
1600715956.9486568,83770,1.0
1600716096.6716487,84280,0.800000011920929
1600716126.9523807,84390,0.800000011920929
1600716135.8418891,84420,1.0
1600716149.123649,84470,1.0
1600716193.5271885,84630,1.0
1600716204.2938044,84670,1.0
1600716206.9609568,84680,0.800000011920929
1600716212.245259,84700,1.0
1600716239.6618273,84800,0.800000011920929
1600716251.179486,84840,0.800000011920929
1600716261.7990935,84880,1.0
1600716286.517507,84970,0.800000011920929
1600716289.1586583,84980,0.800000011920929
1600716303.3714712,85030,1.0
1600716313.9490762,85070,1.0
1600716316.6322296,85080,1.0
1600716358.2166083,85230,1.0
1600716443.5804908,85540,1.0
1600716476.2403588,85660,1.0
1600716495.8334794,85730,1.0
1600716509.13524,85780,1.0
1600716548.3554833,85920,1.0
1600716573.1709027,86010,1.0
1600716613.9372346,86160,1.0
1600716644.0839589,86270,1.0
1600716663.6440778,86340,1.0
1600716666.3462324,86350,1.0
1600716691.0966477,86440,1.0
1600716796.3626688,86820,1.0
1600716804.462132,86850,1.0
1600716809.7944372,86870,1.0
1600716817.7218902,86900,1.0
1600716821.266093,86910,1.0
1600716831.897701,86950,1.0
1600716920.1787508,87270,1.0
1600716959.6360073,87410,1.0
1600717033.8172503,87680,0.6000000238418579
1600717050.7232175,87740,1.0
1600717061.4038281,87780,0.800000011920929
1600717111.3786867,87960,1.0
1600717125.649503,88010,1.0
1600717166.4908388,88160,0.800000011920929
1600717174.501297,88190,1.0
1600717183.4338078,88220,1.0
1600717241.0841053,88430,1.0
1600717271.322835,88540,1.0
1600717306.9458723,88670,1.0
1600717309.6190255,88680,1.0
1600717337.303609,88780,1.0
1600717346.3431258,88810,0.800000011920929
1600717357.0677392,88850,1.0
1600717404.341443,89020,1.0
1600717409.6647475,89040,1.0
1600717417.6392035,89070,0.800000011920929
1600717475.323503,89280,1.0
1600717480.6328065,89300,1.0
1600717494.8896222,89350,1.0
1600717525.1313517,89460,1.0
1600717547.2416165,89540,1.0
1600717557.935228,89580,1.0
1600717604.8669126,89750,0.800000011920929
1600717621.890886,89810,1.0
1600717649.4754639,89910,0.800000011920929
1600717654.9527771,89930,1.0
1600717671.381717,89990,1.0
1600717685.8185425,90040,1.0
1600717699.3833184,90090,1.0
1600717708.3288302,90120,1.0
1600717749.7011964,90270,1.0
1600717752.3873503,90280,1.0
1600717827.6266537,90550,1.0
1600717849.9639313,90630,1.0
1600717877.584511,90730,1.0
1600717908.1712604,90840,1.0
1600717966.6706066,91050,1.0
1600718013.9863126,91220,1.0
1600718016.6994681,91230,1.0
1600718104.6564987,91550,0.800000011920929
1600718107.3146508,91560,1.0
1600718124.1816156,91620,1.0
1600718268.934895,92140,1.0
1600718274.3112025,92160,1.0
1600718294.071333,92230,1.0
1600718302.118793,92260,1.0
1600718322.0579336,92330,1.0
1600718396.7702067,92600,1.0
1600718456.0905998,92810,1.0
1600718484.0461988,92910,1.0
1600718528.0737169,93070,1.0
1600718533.4980273,93090,1.0
1600718539.794387,93110,1.0
1600718553.270158,93160,1.0
1600718642.6942728,93480,1.0
1600718657.3321102,93530,1.0
1600718687.9618618,93640,1.0
1600718690.671017,93650,1.0
1600718693.3771718,93660,1.0
1600718701.4706347,93690,1.0
1600718746.3482015,93850,1.0
1600718822.044531,94120,1.0
1600718830.1409943,94150,1.0
1600718885.752175,94350,1.0
1600718902.6831434,94410,1.0
1600718905.353296,94420,1.0
1600718977.1234012,94680,1.0
1600718996.7295225,94750,1.0
1600719016.461651,94820,1.0
1600719108.2959037,95150,1.0
1600719116.414368,95180,1.0
1600719169.8054218,95370,1.0
1600719172.4235718,95380,1.0
1600719196.8289673,95470,1.0
1600719216.0390663,95540,1.0
1600719223.8515131,95570,1.0
1600719243.0436108,95640,1.0
1600719250.8710587,95670,1.0
1600719302.2509973,95860,1.0
1600719310.0874455,95890,1.0
1600719339.7701433,96000,1.0
1600719370.3038898,96110,1.0
1600719397.2284298,96210,1.0
1600719402.4667292,96230,1.0
1600719405.123881,96240,1.0
1600719412.9783306,96270,1.0
1600719478.4140732,96510,1.0
1600719491.4078164,96560,1.0
1600719494.0119655,96570,0.800000011920929
1600719505.4116175,96610,1.0
1600719555.9655092,96800,1.0
1600719559.4317071,96810,1.0
1600719582.7780426,96900,1.0
1600719604.6282923,96980,1.0
1600719636.8351345,97100,1.0
1600719737.409887,97470,1.0
1600719745.2143335,97500,1.0
1600719769.7017338,97590,1.0
1600719772.2798815,97600,1.0
1600719788.8168273,97660,1.0
1600719794.0461264,97680,1.0
1600719818.6635344,97770,1.0
1600719913.6089652,98120,1.0
1600719926.6087086,98170,1.0
1600719988.648257,98400,1.0
1600719997.4347596,98430,1.0
1600720005.3052096,98460,0.800000011920929
1600720029.6616027,98550,1.0
1600720105.4249363,98830,1.0
1600720169.9086244,99070,1.0
1600720196.893168,99170,1.0
1600720346.8567455,99720,1.0
1600720362.5286417,99780,1.0
1600720373.947295,99820,1.0
1600720381.8207452,99850,0.800000011920929
1600720411.536445,99960,1.0
1600720419.3498917,99990,1.0
